index	sentence_bleu	source_am	reference_en	hypothesis_en
481	7.44	የቴክኖሎጂ ቁርጠኝነት በተግባር በርካታ ሀሳቦችን የሚያካትት፣ ከቴክኖሎጂ-ግፊት ወይም ከቴክኖሎጂ አስፈላጊነት ወደ የሰው ልጅ እጣ ፈንታ ከሳይንሳዊ ህጎች እና በቴክኖሎጂው መገለጥ ጋር የተዛመደ መሰረታዊ አመክንዮ የሚመነጭ እንደሆነ ወደ ማሰብ ያደላ ጠንካራ ስሜት።	Technological determinism is a term that encompasses a wide range of ideas in practice, from technology-push or the technological imperative to a strict sense that human destiny is driven by an underlying logic associated with scientific laws and their manifestation in technology.	Technology commitment involves a number of ideas in action, a strong sense of thinking that the need for technology or technology is to reverse the basic logic that is related to scientific laws and the revelation of the technology.
617	7.47	እነዚህ ግንኙነቶች የመንገድ ላይ መገልገያዎችን ለማቀድ ፣ ዲዛይን እና ስራዎችን ለማከናወን ይረዳሉ።	These relationships help in planning, design, and operations of roadway facilities.	These interactions help to plan, design and perform work on the road.
528	7.48	በሳቫና ውስጥ ፣ የሰው ልጆች ኣይነት የምግብ መፈጨት ስርኣት ላላቸው ሰብአስተኔዎች እዛው በሚገኙ የእጽዋት የምግብ ምንጮች የአሚኖ አሲድን ፍላጎቶችን ለማርካት አስቸጋሪ ነው።	Out on the savanna, it is hard for a primate with a digestive system like that of humans to satisfy its amino-acid requirements from available plant resources.	In Savana, it is difficult to satisfy the amino acid needs of the plant sources, where humans have a food flowing system.
258	7.48	ተመራማሪዎቹ ሜላሚን እና ሲያኑሪክ አሲድ በመጨመር በድመት ሽንት ውስጥ የተፈጠሩ ክሪስታሎችን ተመልክተዋል።	The researchers observed crystals formed in cat urine by the addition of melamine and cyanuric acid.	The researchers saw crystals created in a catalog, adding Melamine and Sunich acid.
977	7.48	በተጨማሪም፣ አርን እና አርአርን ለያይተው መናገራቸውን ያረጋግጡ፤ ካሮ ማለት ውድ ማለት ሲሆን ካርሮ ማለት ሰረገላ ማለት ነው።	Also, make sure to pronounce r and rr differently: caro means dear, whereas carro means chariot.	furthermore, make sure that you leave ar and arR separate, that means that he is expensive and that carro is stolen.
545	7.49	ጦርነቱ ሊያበቃ ሁለት ኣመታት ሲቀሩት የቀድሞ አጋሮች አሁን ጠላት ስለነበሩ የቀዝቃዛው ጦርነት ተጀመረ።	With two years of the end of the war, the former allies were now enemies and the Cold War began.	When the war ended for two years, former partners were now enemy and the cold war started.
424	7.50	በ1624፣ ደች ምስራቅ ህንድ ኩባንያ በደቡባዊ ታይዋን የአገሬዎች የእህል አመራረት ልምዶች ላይ ለውጥን በማነሳሳትና በስኳር እና ሩዝ ፋብሪካዎቹ ውስጥ እንዲሰሩ ቻይናዊ የቀን ሰራተኞችን በመቅጠር መሰረቱን መስርቷል።	In 1624,Dutch East India Company establishes a base in southwestern Taiwan, initiating a transformation in aboriginal grain production practices and employing Chinese laborers to work on its rice and sugar plantations.	In 1624, Southeast India company has established its foundation for hiring Chinese employees to work in the production practices of grain-driven countries in southern Taiwan and its rice factories.
9	7.51	ሪንግ ከተፎካካሪ የደህንነት ኩባንያም ADT ኮርፖሬሽን፣ ጋር ክስ መስርቷል።	Ring also settled a lawsuit with competing security company, the ADT Corporation.	Riang has also signed charges with a competent security company.
788	7.55	ቀድመው መመዝገብ፣ ከደረሱ በኋላ የሚያርፉበት ቦታ እንዳለ ስለሚያውቁ፣ ለተጓዦች የአእምሮ ሰላም ይሰጣቸዋል።	Booking in advance gives the traveller peace of mind that they will have somewhere to sleep once they arrive at their destination.	Because they know there is a place to rest after arriving, they give travelers peace of mind.
299	7.58	ያለፈው ወር ፕሬዝዳንታዊ ኮሚሽኑ ሀገሪቷን ወደ አዲሱ ምርጫ የሚወሰዷቸው እርምጃዎች ጥቅል አካል የሲኢፒን ቀድሞ መልቀቅን መክረዋል።	Last month a presidential commission recommended the prior CEP's resignation as part of a package of measures to move the country towards new elections.	In the past month, the Presidential commission has advised the CEPA's previous release of measures to take her country into the new election.
835	7.58	ትንሽ ጣፋጭ ኬክዎችን ከፈለጉ፣ ግን በክልሉ ላይ በመመርኮዝ ምን እንደ ሆነ ለማወቅ ይሞክሩ በርሊነር ፓፋንኩቸን ወይም ክራፕፈን።	If you want some small though rich pastries, try what depending on region are called Berliner, Pfannkuchen or Krapfen.	If you want a bit of delicious kicks, but try to find out what happens to the region, Berry Panfuncture or Crupine.
210	7.64	በሽተኛው በናይጄሪያ ነበር አንዳንድ የኢቦላ ቫይረስ የተከሰተበት ስፍራ።	The patient had been to Nigeria, where some cases of the Ebola virus have occurred.	The patient was in Nigeria where there was some Ebola virus outbreak.
683	7.68	የመስክ ጉዞዎች የማንኛውም ክፍል ዋና አካል ናቸው። ብዙ ጊዜ አስተማሪዋ ተማሪዎቿን በአውቶቡስ መሄድ ወደ ማይቻልባቸው ቦታዎች መውሰድ ትመርጣለች።	Field trips are a large part of any classroom. Quite often a teacher would love to take her students places to which a bus trip is not an option.	The field trips are an integral part of any room. Many time its teacher chooses to take its students to the campus where they can not go to the bus.
73	7.72	ፌዴራል መንግስቱ ዴቨንፖርት፣ ታስሜኒያ ውስጥ ላለው ሜርሴይ ሆስፒታል የገንዘብ ድጋፍን ለመስጠት ከወሰነ ጊዜ ጀምሮ፣ የክልል መንግስት እና አንዳንድ ፌዴራል የፓርላማ አባላት ይህንን ድርጊት ኖቬምበር ላይ ለሚጠራው የፌዴራል ምርጫ ሴራ ነው ብለው ተችተውታል።	Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.	Since the Federal Government has decided to provide funding for the Mersse Hospital in Davinia, the state and some federal members have been called for a federal election called Nov.
314	7.77	ሊጊንስ የአባቱን ፈለግ በመከተል የህክምና ስራ ውስጥ ተቀላቀለ።	Liggins followed in his father’s footsteps and entered a career in medicine.	Ligins joined his father's footsteps and joined him in the medical work.
563	7.77	የቀደሙት፣ ኦስትራሎፒተከስ እንደ ልማዱ ቀጥ ብለው አልሄዱም።	Their predecessors, the Australopithecus did not walk upright as habitually.	The former, Austrapeuticus, did not go straight as a recruitment.
851	7.77	በበረዶ ላይ የመንሸራተት ሀሳብ በጣም የቆየ ነው - ዋሻዎች ላይ የበረዶ ተንሸራታቾችን እንዲገልጹ የተሰሳሉት ስእሎች እስከ 5000ቢሲ ድረስ ይደርሳሉ!	The idea of skiing is very old — cave paintings depicting skiers date back as far as 5000 BC!	The idea of sliding on a ice is very old and the pictures taken to reveal ice slopes on the tunnel are up to 5,000 per cent of them.
294	7.77	ተጨማሪ የተባይ ቁጥጥር ሙከራ ውስጥ ተኳሾች በጠባቂዎች ቅርብ ቁጥጥር ይደረግባቸዋል ሙከራው በቁጥጥር ስር ስለ ዋለ እና ውጤታማነቱ ስለ ተገመገመ።	Shooters in the supplementary pest control trial were to be closely supervised by rangers, as the trial was monitored and its effectiveness evaluated.	Further Dubai control attempts are monitored by balls in close control and the attempt has been evaluated about the detection and its effectiveness.
382	7.78	ረዣዥም መንገጭላዎቹ ከ 70 በላይ ምላጭ በሚስሉ ጥርሶቻቸው የታጠቁ ሲሆን በአፉ ጣራ ላይ አንድ ተጨማሪ ስብስብ ይዘው ነበር ፣ ይህም ማለት መንገዱን ለሚያልፍ ምንም ማምለጫ የለም ማለት ነው።	Its long jaws were studded with more than 70 razor-sharp teeth, along with an extra set in the roof of its mouth, meaning that there was no escape for anything that crossed its path.	The longest trumpets were equipped with their icons ringinging more than 70 muds, which means that there is no escape for those going through the road.
884	7.79	መንግስታት ፓስፖርቶችን ካልተገለጸ ጾታ (X) ጋር ወይም ከተፈለገው ስም እና ጾታ ጋር ለማዛመድ የዘመኑ ሰነዶችን ለመስጠት ፈቃደኝነታቸው ይለያያል።	The willingness of governments to issue passports with gender not stated (X) or documents updated to match a desired name and gender varies.	If governments do not sign passports, they differ by their willingness to provide documents in order to match a sex or with the required name and sex.
296	7.83	በሚክ ኦ’ፍሊን፣ ከኤንፒደብሊውኤስ ጋር የፓርክ ጥበቃ እና ቅርስ ተጠባባቂ ዳይሬክተር መሰረት፣ ለመጀመሪያው የተኩስ ስራ የተመረጡት አራቱ ተኳሾች አጠቃላይ የደህንነት እና ስልጠና ትእዛዝ ተቀብለዋል።	According to Mick O'Flynn, the Acting Director Park Conservation and Heritage with the NPWS, the four shooters selected for the first shooting operation received comprehensive safety and training instruction.	According to the Park Guardian Security and Heritage Director-General, the first-team co-founder of the work has received a general safety and training order.
833	7.84	አመቱን ሙሉ ፖሞች ወደ መጋገሪያዎች እየበሰሉ እና እንጆሪዎችና ፍሬዎች በበጋው እየታዩ የፍራፍሬ መጋገሪያዎች የተለመዱ ናቸው።	Fruit pastries are common, with apples cooked into pastries year round, and cherries and plums making their appearances during the summer.	All year-round pods are collecting to bars and fruit pigs and fruits are common in the summer.
776	7.85	ታማኪ ድራይቭ የባህር ዳር መዝናኛዎች በሴንትራል ኦክላንድ ውስጥ በሚሽን ቤይ እና ኤስቲ ሄኤርስ ውድ የከተማ ዳርቻዎች ውስጥ በዌይቲማታ ወደብ ላይ ናቸው።	Tamaki Drive beaches are on the Waitemata Harbour, in the upmarket suburbs of Mission Bay and St Heliers in Central Auckland.	Table drive offshore leisure resorts are on the port of Wittima in Saint Oakland and Estein Azer's expensive city beaches.
